2270
16463	2.64	-1.0	1
16466	2.23	-1.0	1
16474	3.061	0.0	4
16476	3.017	0.004	8
16645	1.954	-1.0	1
16646	1.866	0.067	58
16902	1.739	0.003	2
20491	2.681	-1.0	1
20492	2.321	0.053	6
20493	2.13	0.01	2
20499	2.999	0.137	13
20500	2.605	-1.0	1
20501	2.312	0.03	12
20503	1.964	-1.0	1
20504	2.102	0.071	20
20505	1.973	0.129	56
20506	2.057	0.14	102
20507	2.103	0.101	59
20508	2.015	0.126	31
20509	2.125	0.156	30
20510	2.308	0.145	6
20511	2.129	0.022	7
20517	3.193	0.063	3
20519	2.48	0.06	9
20520	2.495	0.083	3
20522	2.21	0.082	51
20524	2.162	0.099	101
20525	2.082	0.112	124
20526	2.12	0.114	15
20527	2.327	0.103	9
20529	2.348	0.037	2
20530	2.342	0.04	4
20535	3.368	0.154	5
20536	3.023	0.074	6
20537	2.913	0.0	2
20538	2.745	0.059	2
20540	2.64	0.022	6
20543	2.452	0.156	5
20546	2.531	0.017	5
20548	2.49	-1.0	1
20549	2.655	-1.0	1
20550	2.331	0.096	7
20552	2.485	0.121	10
20553	2.283	0.063	13
20554	2.226	0.082	40
20555	2.202	0.052	12
20556	2.066	0.061	37
20557	2.084	0.094	69
20558	2.047	0.079	118
20559	2.251	0.117	30
20560	2.179	-1.0	1
20561	2.311	-1.0	1
20562	2.435	-1.0	1
20563	2.433	0.013	2
20572	2.63	0.186	9
20742	1.521	0.031	58
24587	2.613	0.106	20
24588	2.16	0.078	284
24589	1.974	0.047	4620
24595	3.05	0.045	56
24596	2.642	0.077	59
24597	2.239	0.088	457
24598	2.135	0.091	555
24599	2.172	0.143	98
24600	2.108	0.085	259
24601	2.158	0.105	190
24602	2.074	0.088	929
24603	1.95	0.077	869
24604	1.96	0.069	916
24605	1.939	0.065	118
24606	1.983	0.047	1193
24607	1.979	0.033	711
24613	3.064	-1.0	1
24614	2.841	0.055	11
24615	2.447	0.104	549
24616	2.292	0.072	791
24617	2.189	0.093	87
24618	2.216	0.173	517
24620	2.086	0.099	902
24621	2.088	0.087	449
24622	2.052	0.063	1385
24623	2.128	0.077	10
24624	2.206	0.102	24
24625	2.165	0.029	420
24626	2.137	0.046	3865
24627	2.142	0.045	449
24631	3.143	0.219	3
24632	2.957	0.115	4
24633	2.692	0.095	139
24634	2.671	0.086	86
24635	2.638	0.086	40
24636	2.658	0.089	129
24638	2.619	0.126	74
24639	2.792	0.117	5
24640	2.577	0.11	64
24641	2.655	0.095	30
24642	2.535	0.108	99
24643	2.54	0.122	49
24644	2.494	0.108	130
24645	2.519	0.107	103
24646	2.48	0.133	102
24647	2.374	0.094	327
24648	2.252	0.044	326
24649	2.199	0.071	264
24650	2.164	0.2	749
24651	2.135	0.125	206
24652	2.154	0.127	148
24653	2.116	0.075	763
24654	2.065	0.048	1624
24655	2.087	0.046	246
24656	2.085	0.032	85
24657	2.15	0.142	14
24658	2.333	0.095	57
24659	2.283	0.038	107
24666	2.632	0.121	186
24668	2.544	0.127	282
24669	2.633	0.013	4
28685	1.917	0.105	2498
28693	2.151	0.149	677
28694	1.981	0.186	3045
28695	2.028	0.211	1049
28696	2.053	0.145	1841
28697	2.163	0.147	2072
28698	2.05	0.128	5769
28699	1.968	0.102	5890
28700	2.078	0.112	6266
28701	2.02	0.086	8602
28702	2.084	0.099	4816
28703	1.988	0.101	778
28711	2.332	0.129	1551
28712	2.143	0.162	2310
28713	2.005	0.172	742
28714	2.095	0.208	1870
28716	2.113	0.076	2362
28717	2.071	0.078	1008
28718	2.06	0.065	2666
28719	2.145	0.154	853
28720	2.363	0.102	685
28721	2.268	0.123	517
28722	2.148	0.125	1595
28723	2.079	0.18	480
28729	2.532	0.172	486
28730	2.436	0.173	581
28731	2.652	0.14	119
28732	2.46	0.158	394
28734	2.48	0.157	799
28735	2.622	0.128	509
28736	2.57	0.153	381
28737	2.567	0.146	185
28738	2.527	0.152	580
28739	2.406	0.158	164
28740	2.35	0.136	454
28741	2.488	0.141	104
28742	2.369	0.154	1011
28743	2.284	0.119	469
28744	2.104	0.143	583
28745	2.022	0.147	967
28746	1.968	0.215	881
28747	2.155	0.205	792
28748	2.118	0.08	257
28749	2.123	0.081	845
28750	2.048	0.061	1603
28751	2.026	0.055	516
28752	2.377	0.157	184
28753	2.457	0.128	51
28754	2.344	0.126	270
28755	2.221	0.199	406
28762	2.379	0.161	520
28764	2.324	0.224	2431
28765	2.492	0.197	18
28766	2.577	0.294	13
32781	1.813	0.084	5736
32789	2.125	0.108	863
32790	1.915	0.122	11173
32791	1.903	0.198	15436
32792	1.954	0.181	3913
32793	2.107	0.157	10352
32794	1.996	0.097	9685
32795	2.053	0.097	10944
32796	2.047	0.088	12341
32797	1.95	0.086	17596
32798	2.032	0.08	11853
32799	1.933	0.074	685
32807	2.351	0.124	2643
32808	2.123	0.118	3737
32809	1.974	0.17	1470
32810	1.928	0.221	27905
32812	2.073	0.081	2850
32813	2.05	0.081	1705
32814	2.043	0.066	2279
32815	2.327	0.128	764
32816	2.314	0.095	2748
32817	2.154	0.082	926
32818	2.113	0.105	4190
32819	1.993	0.112	1112
32825	2.567	0.114	1825
32826	2.454	0.177	2307
32827	2.535	0.117	1086
32828	2.487	0.115	2124
32830	2.458	0.13	2212
32831	2.431	0.104	3100
32832	2.408	0.094	4213
32833	2.388	0.101	3600
32834	2.369	0.102	7337
32835	2.356	0.103	1635
32836	2.344	0.096	1972
32837	2.315	0.104	449
32838	2.325	0.122	2296
32839	2.303	0.106	772
32840	2.092	0.114	671
32841	1.96	0.138	1066
32842	1.91	0.178	6847
32843	1.761	0.224	3001
32844	2.081	0.087	267
32845	2.116	0.073	1030
32846	2.02	0.064	1649
32847	2.042	0.052	287
32848	2.318	0.171	159
32849	2.477	0.129	156
32850	2.384	0.106	1280
32851	2.273	0.151	1430
32858	2.547	0.149	707
32860	2.253	0.291	6997
32861	2.397	0.377	301
32862	2.454	0.327	277
32863	2.446	0.313	28
32864	2.459	0.044	5
32865	2.452	0.016	3
32866	2.436	0.017	3
36877	1.803	0.052	1080
36885	2.022	0.139	96
36886	1.862	0.102	841
36887	1.934	0.125	500
36888	1.906	0.068	414
36889	1.922	0.151	248
36890	1.919	0.064	261
36891	1.944	0.073	78
36892	1.914	0.088	116
36893	1.919	0.161	96
36894	2.022	0.117	75
36895	1.884	0.057	57
36903	2.148	0.126	48
36904	2.051	0.11	389
36905	1.925	0.1	390
36906	2.023	0.103	398
36908	2.007	0.095	37
36909	1.99	0.089	44
36910	1.997	0.134	78
36911	2.314	0.094	7
36912	2.237	0.081	26
36913	2.046	0.099	109
36914	1.986	0.113	370
36915	1.866	0.065	7125
36921	2.7	0.197	7
36922	2.322	0.273	44
36923	2.406	0.044	8
36924	2.424	0.147	33
36926	2.422	0.187	52
36927	2.462	0.144	16
36928	2.284	0.017	4
36929	1.96	0.0	6
36930	2.302	0.091	20
36931	2.579	-1.0	1
36932	2.037	-1.0	1
36934	2.478	0.171	19
36935	2.184	0.003	4
36936	2.033	0.089	104
36937	1.9	0.073	219
36938	1.877	0.123	112
36939	1.925	0.111	178
36940	1.943	0.041	50
36941	1.94	0.089	68
36942	1.936	0.125	43
36943	1.886	0.086	135
36944	2.373	0.0	2
36945	2.015	0.181	45
36946	2.333	0.174	47
36947	2.152	0.184	94
36954	2.355	0.106	30
36955	2.205	0.007	16
36956	2.249	0.208	154
36957	2.26	0.017	10
45067	3.333	0.249	357
45069	3.171	0.074	2
45075	3.621	0.301	37
45076	3.474	0.139	19
45081	3.229	0.011	2
45082	2.845	0.24	4
45083	2.846	-1.0	1
45084	2.904	0.123	5
45087	3.136	-1.0	1
45088	3.161	0.174	9
45093	3.667	0.266	15
45094	3.529	0.167	10
45101	2.896	-1.0	1
45102	3.032	-1.0	1
45106	3.328	0.099	41
45107	3.33	0.11	17
45111	3.704	0.248	22
45112	3.585	0.155	9
45134	3.136	-1.0	1
45136	3.234	0.09	7
45137	3.405	0.147	6
45138	3.446	0.089	11
45139	3.281	0.068	7
45317	2.704	0.014	2
45318	2.722	0.086	227
45573	2.685	-1.0	1
45574	2.671	0.086	36
49164	3.049	0.101	493
49165	2.657	-1.0	1
49166	2.65	0.11	35
49171	3.431	-1.0	1
49172	3.366	-1.0	1
49177	2.824	-1.0	1
49178	2.582	0.036	8
49181	2.753	0.017	2
49182	2.682	-1.0	1
49183	2.589	0.457	13
49184	2.762	0.06	16
49190	3.661	0.356	21
49191	2.187	0.0	6
49194	2.038	0.0	2
49197	2.818	0.099	91
49202	2.927	0.035	8
49203	2.862	0.058	15
49208	3.659	0.045	20
49209	3.53	0.075	16
49210	3.447	0.003	12
49211	3.506	0.0	3
49212	3.54	0.0	3
49214	3.463	0.0	3
49215	3.48	0.014	8
49216	3.364	0.0	3
49221	3.144	0.0	12
49229	2.7	0.086	48
49233	3.145	0.004	2
49413	2.303	0.111	5
49414	2.367	0.134	337
49670	2.212	0.103	30
53261	2.65	0.09	75
53262	2.494	0.033	25
53263	2.46	0.118	176
53264	2.312	0.122	244
53265	2.133	0.057	1768
53268	2.941	-1.0	1
53272	2.557	-1.0	1
53273	2.309	-1.0	1
53274	2.374	0.07	13
53275	2.408	0.076	10
53276	2.218	0.026	5
53277	2.362	0.059	12
53278	2.448	0.028	3
53279	2.584	0.052	4
53280	2.498	0.088	12
53281	2.448	0.051	41
53282	2.389	0.118	47
53283	2.292	0.085	438
53285	3.714	0.031	5
53286	3.495	0.045	15
53292	2.441	-1.0	1
53293	2.446	0.129	14
53294	2.433	0.044	20
53295	2.775	0.432	2
53297	2.843	-1.0	1
53298	2.832	0.0	2
53299	2.655	0.103	19
53300	2.614	0.058	32
53301	2.532	0.077	140
53303	3.896	0.054	5
53304	3.582	0.06	4
53305	3.007	0.015	2
53308	2.99	0.065	2
53322	2.657	0.017	2
53325	2.652	0.196	2
53326	2.384	0.126	3
53327	2.369	-1.0	1
53331	2.755	0.107	4
53340	3.121	0.005	2
53509	2.141	0.017	8
53510	2.025	0.131	1739
53511	1.974	0.076	1708
53512	1.886	0.069	402
53519	2.44	0.022	5
53520	2.422	0.133	28
53766	1.993	0.12	99
53767	1.991	0.05	45
53768	1.805	0.0	2
57363	3.456	0.093	18
57364	3.133	0.09	6
57366	2.796	0.021	5
57367	2.575	0.007	4
57368	2.312	0.132	8
57369	2.346	0.155	25
57370	2.317	0.078	181
57371	2.246	0.065	76
57372	2.232	0.06	127
57373	2.272	0.124	37
57374	2.4	0.032	33
57375	2.417	0.027	8
57382	3.347	0.097	2
57384	2.864	0.064	10
57385	2.614	0.078	16
57386	2.539	0.112	44
57388	2.384	0.1	132
57389	2.31	0.053	100
57390	2.349	0.089	73
57391	2.416	0.092	20
57393	2.608	0.023	14
57394	2.609	0.057	187
57395	2.616	0.05	28
57399	3.91	0.0	4
57400	3.327	0.062	5
57401	3.178	-1.0	1
57402	3.01	0.12	9
57404	3.112	-1.0	1
57406	3.201	0.072	17
57407	3.18	0.03	6
57409	3.019	0.002	2
57414	3.063	0.078	17
57416	2.802	0.062	11
57417	2.605	0.22	3
57418	2.511	0.102	48
57419	2.507	0.071	12
57420	2.416	0.134	6
57421	2.338	0.058	129
57422	2.353	0.065	146
57423	2.279	0.051	12
57424	2.491	0.004	6
57426	2.711	0.033	15
57427	2.634	0.006	15
57436	3.116	-1.0	1
61461	2.745	0.148	95
61462	2.6	0.117	229
61463	2.482	0.087	92
61464	2.388	0.078	585
61465	2.291	0.108	646
61466	2.233	0.085	3978
61467	2.208	0.074	2468
61468	2.185	0.05	4160
61469	2.253	0.041	4445
61470	2.412	0.081	105
61471	2.388	0.064	143
61479	2.932	0.069	65
61480	2.777	0.083	187
61481	2.635	0.117	100
61482	2.482	0.073	1746
61484	2.327	0.056	5311
61485	2.292	0.061	3276
61486	2.286	0.05	5592
61487	2.433	0.064	1602
61488	2.616	0.062	40
61489	2.614	0.096	88
61490	2.606	0.129	169
61491	2.603	0.124	68
61497	3.16	0.163	23
61498	2.934	0.059	8
61500	2.777	0.11	10
61502	3.004	0.076	12
61506	2.9	0.047	7
61507	2.895	0.027	8
61510	2.933	0.041	4
61511	2.94	0.082	11
61512	2.739	0.096	63
61513	2.626	0.102	97
61514	2.503	0.055	1392
61515	2.446	0.053	1319
61516	2.361	0.049	906
61517	2.309	0.05	2318
61518	2.289	0.043	5253
61519	2.277	0.047	3507
61520	2.443	0.112	63
61521	2.915	0.096	27
61522	2.747	0.085	41
61523	2.643	0.085	33
61530	2.906	0.172	59
61532	3.013	0.102	66
65557	2.678	0.142	22
65558	2.41	0.126	316
65559	2.358	0.128	423
65560	2.374	0.095	215
65561	2.382	0.098	777
65562	2.265	0.06	6744
65563	2.259	0.107	1099
65564	2.176	0.093	5196
65565	2.279	0.088	3868
65566	2.34	0.09	1243
65567	2.286	0.092	181
65575	2.813	0.109	138
65576	2.708	0.158	124
65577	2.488	0.172	325
65578	2.382	0.099	2650
65580	2.367	0.061	1598
65581	2.369	0.046	618
65582	2.304	0.049	2023
65583	2.527	0.111	3361
65584	2.585	0.095	560
65585	2.502	0.109	436
65586	2.436	0.109	1016
65587	2.455	0.125	606
65593	2.976	0.11	59
65594	2.941	0.097	35
65595	2.911	0.068	37
65596	2.869	0.1	43
65598	2.856	0.055	170
65599	2.851	0.032	34
65600	2.845	0.047	10
65601	2.833	0.096	7
65602	2.817	0.068	49
65603	2.724	0.063	5
65604	2.779	0.112	72
65605	2.788	0.06	10
65606	2.729	0.088	141
65607	2.752	0.133	34
65608	2.82	0.055	14
65609	2.453	0.169	279
65610	2.365	0.114	1692
65611	2.408	0.084	1501
65612	2.404	0.101	222
65613	2.37	0.063	430
65614	2.314	0.054	1779
65615	2.317	0.046	2999
65616	2.477	0.147	446
65617	2.695	0.116	15
65618	2.752	0.102	208
65619	2.693	0.115	298
65626	2.888	0.113	170
65628	2.797	0.097	243
65629	2.793	0.019	4
65630	2.904	0.084	12
65631	2.853	0.038	3
65632	2.861	0.039	3
69653	2.472	0.083	224
69654	2.319	0.096	2295
69655	2.336	0.082	448
69656	2.321	0.071	1124
69657	2.426	0.088	1119
69658	2.27	0.091	3085
69659	2.271	0.079	2468
69660	2.287	0.104	1839
69661	2.275	0.109	5341
69662	2.25	0.055	3554
69663	2.173	0.06	1418
69671	2.653	0.078	339
69672	2.449	0.079	1525
69673	2.4	0.087	1233
69674	2.459	0.083	2090
69676	2.418	0.052	4658
69677	2.396	0.056	2212
69678	2.317	0.055	5992
69679	2.558	0.149	591
69680	2.525	0.097	987
69681	2.465	0.092	882
69682	2.424	0.089	2442
69683	2.411	0.136	1615
69689	2.838	0.071	119
69690	2.841	0.121	119
69691	2.819	0.095	48
69692	2.781	0.072	120
69694	2.731	0.081	107
69695	2.705	0.11	112
69696	2.686	0.08	110
69697	2.672	0.07	106
69698	2.658	0.114	294
69699	2.643	0.057	37
69700	2.637	0.09	142
69701	2.597	0.059	21
69702	2.615	0.089	146
69703	2.639	0.072	72
69704	2.422	0.064	281
69705	2.4	0.082	918
69706	2.402	0.077	1610
69707	2.376	0.073	1867
69708	2.391	0.055	596
69709	2.406	0.061	1863
69710	2.317	0.047	3902
69711	2.283	0.047	2584
69712	2.402	0.149	1136
69713	2.553	0.111	140
69714	2.794	0.118	507
69715	2.649	0.119	1311
69722	2.741	0.101	120
69723	2.64	0.0	4
69724	2.671	0.094	718
69725	2.668	0.089	101
69726	2.646	0.062	151
69727	2.915	-1.0	1
69728	2.915	-1.0	1
69729	2.465	0.0	6
77843	3.86	0.291	376
77844	3.92	0.23	12
77847	3.213	0.001	2
77848	3.318	0.114	5
77849	3.574	-1.0	1
77850	3.347	0.202	2
77851	3.234	0.172	3
77852	3.212	-1.0	1
77853	3.109	0.018	2
77854	3.442	0.091	6
77856	3.468	0.099	74
77861	3.879	0.089	10
77862	3.806	0.098	7
77865	3.522	-1.0	1
77870	3.386	0.184	17
77871	3.245	0.006	2
77874	3.632	0.103	21
77875	3.653	0.066	24
77879	3.899	0.365	31
77880	4.064	0.189	4
77898	3.705	0.05	3
77905	3.736	0.08	11
77906	3.724	0.105	22
77907	3.562	0.046	4
77917	3.808	-1.0	1
78085	3.119	0.056	10
78086	3.076	0.078	1236
78342	3.053	0.091	54
81940	3.624	0.197	148
81945	3.324	0.0	2
81951	3.151	-1.0	1
81952	3.277	0.138	17
81957	3.75	0.247	3
81958	3.579	0.106	3
81967	3.517	0.128	5
81969	3.26	0.128	3
81970	3.351	0.109	66
81971	3.248	0.133	121
81975	3.903	0.192	6
81976	3.719	0.204	9
81999	3.088	0.086	20
82000	3.26	0.098	4
82001	3.332	-1.0	1
82002	3.427	0.083	10
82003	3.275	0.167	44
82182	2.676	0.105	420
82438	2.529	0.128	10
86044	2.357	-1.0	1
86050	2.614	0.099	4
86051	2.654	0.053	33
86062	2.711	0.034	2
86068	2.856	0.098	4
86069	2.929	0.116	87
86277	2.543	0.088	3
86278	2.486	0.076	1111
86279	2.235	0.091	432
86280	2.139	0.065	51
86287	2.636	0.059	24
86288	2.579	0.011	3
86534	2.318	0.055	13
86535	2.236	0.031	6
90134	2.447	0.041	8
90138	2.064	0.112	3
90139	2.246	0.138	9
90140	2.385	0.126	7
90141	2.942	-1.0	1
90143	2.492	0.0	2
90144	2.522	0.01	3
90145	2.485	0.117	41
90146	2.541	0.177	43
90147	2.433	0.118	80
90150	3.233	0.034	7
90156	2.561	-1.0	1
90157	2.338	-1.0	1
90161	2.669	0.0	2
90162	2.712	0.013	3
90163	2.886	0.029	12
90164	2.808	0.019	18
90165	2.549	0.099	48
90168	3.427	0.036	8
90194	2.727	-1.0	1
90373	2.411	0.147	3
90374	2.384	0.065	10691
90375	2.195	0.126	1582
90376	2.064	0.076	832
90383	2.673	0.12	11
90384	2.532	0.035	10
90630	2.107	0.083	61
90631	2.156	0.083	35
90632	2.07	0.052	13
94231	1.982	0.096	5
94234	2.034	0.02	4
94235	2.343	0.495	2
94236	2.565	0.11	2
94242	2.504	0.174	13
94243	2.551	0.056	20
94286	2.784	0.045	8
94470	2.252	0.064	1435
94471	2.121	0.09	1495
94472	2.011	0.108	354
94479	2.472	0.065	5
94480	2.39	0.057	73
94726	1.988	0.098	90
94727	2.114	0.095	23
98328	2.316	0.259	122
98329	2.676	0.61	5
98330	2.628	0.174	6
98331	2.444	0.217	7
98332	2.412	-1.0	1
98334	2.77	-1.0	1
98335	2.319	0.07	7
98336	2.377	0.005	4
98337	2.498	0.06	48
98338	2.464	0.069	95
98339	2.467	0.074	81
98341	3.403	0.095	2
98349	2.609	-1.0	1
98354	2.602	0.082	19
98355	2.621	0.124	15
98356	2.706	0.074	21
98357	2.697	0.16	62
98378	2.674	-1.0	1
98381	2.607	-1.0	1
98382	2.517	0.042	4
98383	2.698	0.007	2
98384	2.695	0.0	2
98386	2.694	0.025	12
98387	2.805	0.014	2
98565	2.278	0.123	19
98566	2.215	0.062	6079
98567	2.059	0.065	2058
98568	1.971	0.055	434
98575	2.437	0.042	262
98576	2.41	0.056	36
98822	1.875	0.073	3522
98823	2.04	0.107	57
98824	2.048	-1.0	1
102425	2.72	0.175	19
102426	2.799	0.191	3
102427	2.556	0.036	2
102428	2.466	-1.0	1
102431	2.424	0.108	7
102432	2.459	0.068	32
102433	2.438	0.022	14
102434	2.555	0.089	312
102435	2.526	0.069	576
102438	3.136	0.442	2
102442	2.793	-1.0	1
102444	2.84	0.049	2
102445	2.667	0.063	2
102447	2.725	0.045	3
102449	2.668	0.007	12
102450	2.629	0.094	32
102451	2.781	0.117	97
102452	2.72	0.039	105
102453	2.72	0.095	71
102476	2.865	0.033	4
102478	2.782	-1.0	1
102479	2.679	0.069	5
102480	2.61	0.003	4
102481	2.644	-1.0	1
102482	2.754	0.035	4
102483	2.876	0.07	25
102661	2.229	0.051	3
102662	2.151	0.076	2308
102663	2.219	0.127	6926
102664	2.146	0.087	1802
102671	2.358	0.119	30
102672	2.595	0.095	52
102918	1.81	0.052	4191
102919	2.195	0.102	292
106522	2.598	0.104	202
106523	2.491	0.187	5
106524	2.457	0.025	6
106525	2.521	0.059	85
106526	2.451	0.077	21
106527	2.378	0.083	72
106528	2.388	0.078	115
106529	2.415	0.096	124
106530	2.379	0.061	641
106531	2.415	0.089	769
106536	2.472	0.196	8
106537	2.286	0.2	2
106538	2.657	0.061	4
106540	2.736	0.233	12
106541	2.563	0.097	2
106542	2.655	0.086	13
106543	2.612	0.04	12
106545	2.563	0.038	33
106546	2.566	0.135	129
106547	2.53	0.063	64
106548	2.547	0.05	217
106549	2.638	0.063	191
106551	3.701	0.004	2
106552	3.508	0.08	2
106554	3.155	-1.0	1
106556	2.994	-1.0	1
106566	3.251	-1.0	1
106570	2.748	0.042	2
106571	2.863	0.014	4
106572	2.752	0.018	5
106574	2.632	0.022	3
106575	2.531	0.032	4
106576	2.588	0.079	18
106577	2.643	0.052	10
106578	2.908	0.07	24
106579	2.646	0.088	21
106757	2.157	0.091	11
106758	2.045	0.043	73977
106759	2.061	0.13	18345
106760	2.049	0.063	1657
106767	2.322	0.082	241
106768	2.301	0.104	190
107014	1.793	0.074	12040
107015	1.961	0.12	952
107016	2.056	0.059	4
107023	2.148	-1.0	1
110619	2.328	0.141	144
110620	2.371	0.047	7
110621	2.434	0.053	2
110622	2.454	0.048	6
110623	2.35	0.08	20
110624	2.394	0.094	60
110625	2.37	0.072	42
110626	2.347	0.062	177
110627	2.4	0.075	519
110629	3.216	-1.0	1
110632	2.607	0.203	16
110633	2.849	-1.0	1
110634	2.657	-1.0	1
110636	2.628	0.051	5
110637	2.343	0.113	4
110638	2.655	0.096	28
110641	2.642	0.062	6
110642	2.599	0.069	19
110643	2.528	0.069	20
110644	2.569	0.07	28
110645	2.586	0.087	222
110664	2.547	-1.0	1
110665	2.854	-1.0	1
110666	2.781	-1.0	1
110669	2.652	-1.0	1
110670	2.622	0.096	19
110671	2.671	0.081	48
110672	2.566	0.078	8
110673	2.66	0.009	3
110674	2.75	0.014	4
110675	2.742	0.053	38
110682	3.077	-1.0	1
110684	2.978	0.146	2
110853	2.087	0.014	22
110854	2.046	0.062	6856
110855	2.053	0.105	12717
110856	2.063	0.071	2113
110863	2.264	0.061	91
110864	2.276	0.097	210
111110	1.803	0.078	4742
111111	2.072	0.125	499
111120	2.287	-1.0	1
114716	2.507	0.118	285
114717	2.63	0.123	45
114718	2.399	0.077	47
114719	2.276	0.08	33
114720	2.239	0.153	25
114721	2.341	0.067	18
114722	2.3	0.082	146
114723	2.373	0.098	1107
114727	2.635	0.109	4
114728	2.372	-1.0	1
114730	2.516	0.0	2
114733	2.529	0.017	3
114734	2.574	-1.0	1
114737	2.526	0.137	25
114738	2.585	0.122	69
114739	2.544	0.049	32
114740	2.51	0.061	52
114741	2.536	0.101	184
114743	3.288	-1.0	1
114745	2.573	-1.0	1
114759	2.599	0.284	3
114760	2.412	-1.0	1
114762	2.536	-1.0	1
114765	2.702	-1.0	1
114766	2.571	0.041	9
114767	2.629	0.061	9
114768	2.643	0.008	4
114769	2.677	-1.0	1
114771	2.734	0.076	42
114780	3.048	-1.0	1
114949	1.907	0.124	14
114950	2.05	0.12	4814
114951	2.047	0.099	13255
114952	2.044	0.06	2121
114959	2.239	0.095	57
114960	2.21	0.131	728
115206	1.861	0.095	1210
115207	2.06	0.086	600
115208	1.911	-1.0	1
118813	2.62	0.118	2020
118814	2.446	0.068	11
118815	2.351	0.001	4
118816	2.323	0.106	32
118817	2.386	0.074	46
118818	2.413	0.09	829
118819	2.426	0.108	1996
118828	2.633	0.064	53
118829	2.507	0.024	3
118830	2.553	0.125	22
118831	2.821	0.094	22
118834	2.54	0.055	20
118835	2.531	0.016	25
118836	2.59	0.06	147
118837	2.655	0.086	3416
118839	3.456	0.275	3
118861	2.732	0.023	4
118862	2.504	0.134	10
118863	2.747	0.07	76
118864	2.73	0.08	9
118867	2.745	-1.0	1
119046	1.94	0.123	1590
119047	2.005	0.079	25465
119048	1.967	0.102	3697
119055	2.261	0.086	150
119056	2.295	0.091	1350
119302	2.036	0.141	1488
119303	1.985	0.102	1092
122910	2.366	0.163	30
122911	2.463	0.194	3
122912	2.644	0.12	38
122913	2.553	0.1	34
122914	2.457	0.07	203
122915	2.382	0.053	949
122917	3.448	-1.0	1
122920	2.772	0.0	2
122922	2.574	0.072	13
122924	2.486	0.1	8
122925	2.415	0.022	68
122926	2.451	0.079	14
122929	2.562	-1.0	1
122930	2.748	0.091	10
122932	2.634	0.091	18
122933	2.578	0.062	374
122935	3.714	-1.0	1
122953	2.792	0.007	4
122955	2.695	0.052	4
122957	2.507	0.065	4
